Open time,Actual Close,Predicted Close
2018-01-05 08:00:00,15010.0,0.003343544
2018-01-05 08:15:00,15139.99,0.005474558
2018-01-05 13:00:00,15969.99,0.000165724
2018-01-05 13:45:00,16093.94,0.002784876
2018-01-05 14:45:00,16103.18,0.002801589
2018-01-05 15:30:00,16074.0,0.002392372
2018-01-05 17:30:00,16786.0,0.008279016
2018-01-05 18:45:00,16579.0,0.0039533
2018-01-06 03:15:00,16681.0,0.006858581
2018-01-06 07:00:00,16480.0,0.008152235
2018-01-06 07:45:00,16518.0,0.01067861
2018-01-06 08:00:00,16533.0,0.009456757
2018-01-06 10:30:00,16650.0,0.010934144
2018-01-06 11:00:00,16716.0,0.011444517
2018-01-06 11:15:00,16629.86,0.010827091
2018-01-06 12:15:00,16400.0,0.008620484
2018-01-06 13:15:00,16298.0,0.007035001
2018-01-06 17:00:00,16870.0,0.015277353
2018-01-07 06:15:00,16581.05,0.013594446
2018-01-07 09:15:00,16739.75,0.017458465
2018-01-08 01:15:00,15804.51,0.011221266
2018-01-08 01:30:00,15699.99,0.009658443
2018-01-08 03:45:00,15670.37,0.012077864
2018-01-08 04:00:00,15821.51,0.013389146
2018-01-08 04:45:00,15641.01,0.013417936
2018-01-08 07:00:00,15833.98,0.016208407
2018-01-08 07:45:00,15865.0,0.016734287
2018-01-08 10:00:00,14700.03,0.006015065
2018-01-08 10:15:00,14950.0,0.008865444
2018-01-08 20:30:00,14914.26,0.016410131
2018-01-08 21:00:00,14897.25,0.01777121
2018-01-08 22:00:00,14516.31,0.013741965
2018-01-08 23:30:00,14932.95,0.016223881
2018-01-09 02:00:00,15204.5,0.011429653
2018-01-09 07:45:00,15062.28,0.005438971
2018-01-09 09:30:00,15130.5,0.010331993
2018-01-09 13:15:00,14347.43,0.006118096
2018-01-09 14:00:00,14280.0,0.006243995
2018-01-09 16:15:00,14800.1,0.010480963
2018-01-09 17:00:00,14865.03,0.012544756
2018-01-09 18:15:00,14916.91,0.011568825
2018-01-09 21:00:00,14738.0,0.005486632
2018-01-09 23:45:00,14400.0,0.005399399
2018-01-10 08:00:00,13640.01,-0.00297426
2018-01-10 10:30:00,13766.3,-0.001020812
2018-01-10 11:45:00,13919.08,0.004112692
2018-01-10 12:15:00,13800.0,0.002447755
2018-01-10 13:00:00,13785.29,0.000363857
2018-01-10 13:30:00,13985.0,0.001864842
2018-01-10 20:00:00,14280.98,-0.001923599
2018-01-10 20:30:00,14498.98,-0.000935155
2018-01-10 22:30:00,14360.02,-0.000544613
2018-01-11 02:30:00,14368.09,-0.004367559
2018-01-11 05:45:00,12868.84,-0.002924503
2018-01-11 08:30:00,13839.0,0.00070436
2018-01-11 10:15:00,13391.49,-0.001552546
2018-01-11 19:45:00,13430.16,-0.0075369
2018-01-12 01:30:00,13265.11,0.00555669
2018-01-12 02:15:00,13465.26,0.004949488
2018-01-12 03:00:00,13362.7,0.0057646
2018-01-12 04:30:00,13625.67,0.006459555
2018-01-12 06:30:00,13719.91,0.004645702
2018-01-12 09:30:00,13495.99,0.000117881
2018-01-12 10:00:00,13721.86,0.001445717
2018-01-12 12:15:00,13886.95,0.005240768
2018-01-12 14:45:00,13824.0,0.000990974
2018-01-12 15:00:00,13758.06,-3.47e-05
2018-01-12 15:30:00,13565.08,-0.000860384
2018-01-12 16:00:00,13421.98,-0.003004834
2018-01-12 16:45:00,13365.03,-0.00213664
2018-01-12 17:15:00,13464.9,-0.001336455
2018-01-12 21:00:00,13775.0,0.0053268
2018-01-13 02:00:00,14139.82,0.017085332
2018-01-13 04:00:00,14032.0,0.011657338
2018-01-13 06:15:00,14021.07,0.010263865
2018-01-13 06:45:00,14108.57,0.013516678
2018-01-13 07:00:00,14139.67,0.012673554
2018-01-13 08:45:00,14140.0,0.011878375
2018-01-13 10:15:00,14172.0,0.011192665
2018-01-13 10:45:00,14129.08,0.009105858
2018-01-13 11:30:00,14093.98,0.010179546
2018-01-13 12:00:00,14210.01,0.011336863
2018-01-13 13:15:00,14430.0,0.014425974
2018-01-13 14:00:00,14455.3,0.01455967
2018-01-13 16:00:00,14331.0,0.009753163
2018-01-13 16:30:00,14190.0,0.008764342
2018-01-14 00:15:00,14218.76,0.018049585
2018-01-14 04:45:00,13644.42,0.009221549
2018-01-14 07:00:00,13755.29,0.015388576
2018-01-14 09:00:00,13346.33,0.016656844
2018-01-14 10:15:00,13530.0,0.015010873
2018-01-14 10:45:00,13410.38,0.014387766
2018-01-14 14:00:00,13290.16,0.018528255
2018-01-14 14:15:00,13289.59,0.018536469
2018-01-14 15:15:00,12695.68,0.016916806
2018-01-14 21:30:00,13279.89,0.016814802
2018-01-14 23:15:00,13589.71,0.022094268
2018-01-15 01:00:00,13589.98,0.02112053
2018-01-15 02:30:00,13379.96,0.015485585
2018-01-15 06:15:00,13665.03,0.021912802
2018-01-15 10:15:00,13672.63,0.017089894
2018-01-15 12:15:00,13570.63,0.018738357
2018-01-15 14:45:00,14038.08,0.022225447
2018-01-15 18:15:00,13853.56,0.014455593
2018-01-15 20:15:00,13759.04,0.012203251
2018-01-15 20:45:00,13635.73,0.011884516
2018-01-15 21:15:00,13642.99,0.013058374
2018-01-16 02:30:00,12958.05,0.005755561
2018-01-16 04:30:00,12905.12,0.008703969
2018-01-16 04:45:00,12880.02,0.009615849
2018-01-16 05:30:00,12999.98,0.009871142
2018-01-16 06:00:00,12949.87,0.010078155
2018-01-16 08:15:00,11400.0,0.001551777
2018-01-16 08:30:00,11850.01,0.00415488
2018-01-16 10:00:00,11628.07,0.004991517
2018-01-16 12:45:00,11760.0,0.010371002
2018-01-16 13:45:00,11288.82,0.008646452
2018-01-16 16:30:00,11711.0,0.011155955
2018-01-17 00:45:00,10700.07,0.015669413
2018-01-17 01:15:00,10793.74,0.006763184
2018-01-17 01:30:00,11046.25,0.008446835
2018-01-17 06:15:00,10772.72,0.005631332
2018-01-17 12:45:00,10030.01,0.003774154
2018-01-17 13:30:00,9897.99,0.002430515
2018-01-17 14:30:00,9450.0,-0.002052716
2018-01-17 15:30:00,9285.01,-0.002526507
2018-01-17 23:15:00,10810.24,0.004868935
2018-01-18 02:00:00,11449.02,0.005627601
2018-01-18 03:00:00,11484.23,0.005206879
2018-01-18 05:30:00,10667.37,-0.004297487
2018-01-18 06:45:00,11020.0,-0.000959528
2018-01-18 08:15:00,10690.0,-0.00069057
2018-01-18 08:30:00,10672.55,-0.000460641
2018-01-18 13:00:00,11305.0,0.00256088
2018-01-18 14:30:00,11609.0,0.001673913
2018-01-18 19:00:00,11409.75,0.000162571
2018-01-19 00:00:00,11095.01,0.002214922
2018-01-19 00:30:00,11050.12,0.003831572
2018-01-19 01:15:00,11320.19,0.006056971
2018-01-19 02:45:00,10575.14,0.003029591
2018-01-19 04:15:00,10710.98,0.000968355
2018-01-19 05:00:00,11063.25,0.006223065
2018-01-19 05:15:00,11029.62,0.006566999
2018-01-19 13:00:00,11740.68,0.008156315
2018-01-19 13:30:00,11619.0,0.008054229
2018-01-19 14:45:00,11310.63,0.003158149
2018-01-19 15:15:00,11450.0,0.002821686
2018-01-19 16:00:00,11580.0,0.004124555
2018-01-19 18:30:00,11160.0,0.001697874
2018-01-19 20:45:00,11284.63,0.004822863
2018-01-19 22:00:00,11220.0,0.005314415
2018-01-19 23:15:00,11334.0,0.005986324
2018-01-20 02:30:00,11660.0,0.01614434
2018-01-20 02:45:00,11690.99,0.016525462
2018-01-20 06:30:00,12381.07,0.01976047
2018-01-20 09:30:00,12619.27,0.013514232
2018-01-20 10:30:00,12421.44,0.011034579
2018-01-20 13:15:00,12500.53,0.011129893
2018-01-20 18:00:00,12849.98,0.014939832
2018-01-20 19:45:00,12770.02,0.012974067
2018-01-20 20:00:00,12619.74,0.011127505
2018-01-21 00:15:00,12528.19,0.016575899
2018-01-21 01:00:00,12354.87,0.013204577
